Videojuego_Id,Empresa_Id
17119,31739
2501,5891
123771,86963
224306,193741
238863,204402
216918,202659
106821,169422
106821,169423
61701,137549
140591,111786
63233,90111
2333,43980
2333,43981
17419,32171
242596,214447
9419,35696
9419,35697
125173,224289
125173,224290
125173,224291
198916,169771
32899,48797
32899,77610
172826,161650
43419,152155
43419,152156
45419,108292
45419,108293
45419,108294
1245,2782
1245,50936
1245,222907
198915,169770
200591,226809
200591,226810
221990,221616
137418,141534
133061,119387
94912,92516
94912,92517
52118,99177
52118,99178
49419,141354
49419,141355
206826,177232
53419,86003
50265,112446
86497,62163
86497,71095
86497,72042
15002,193030
23091,61698
84265,216601
84265,216602
56124,138071
119048,89907
119048,89908
125188,133244
92419,138274
6379,225004
6379,225005
30728,73938
6490,123180
6490,225221
22301,44655
22301,44656
22301,226322
203114,175398
2970,126947
2970,126951
2970,225237
2970,228256
2970,228257
2970,228258
2970,228259
116563,131596
116563,131598
2334,43982
2334,43983
262619,227916
262619,227917
153423,142826
228829,196387
228829,196388
55091,53560
55091,53561
187573,162532
119265,79693
124265,217996
124265,217997
2193,5343
2193,43984
2193,98982
2193,98983
106789,220545
75245,134305
75245,135371
122788,105578
63091,147364
63091,147365
63091,147366
2171,98972
2171,126045
2171,128414
7198,17039
7198,17040
114671,73781
151767,158800
43207,84290
166531,147550
218510,188333
236180,221572
236180,221573
229976,198286
71716,116462
131869,108650
131869,108651
131869,108652
176721,153629
107525,80189
107525,80190
92028,115773
172543,150597
172543,150598
172543,150599
46591,207118
129419,103252
129419,103253
129419,103254
199011,169873
48549,177165
134419,100798
134419,100799
10334,96840
10334,96841
166529,147547
48091,165891
147201,132160
14697,226936
14697,226937
76357,103169
2180,69096
2180,98976
2180,129522
3618,9357
3618,9358
250306,215877
105880,69049
105880,69050
214437,184386
147686,133917
115802,88627
32189,135162
32189,135163
17905,32907
146419,127130
106992,151636
106992,151637
129366,119028
12529,26411
12529,58951
12529,58952
12529,180643
8437,20769
8437,59845
82091,167927
82091,167928
215375,186054
135944,104357
111091,71486
105463,75801
135091,187901
265676,231198
204114,177811
132104,170701
139091,108928
139091,108929
25812,84863
150200,176787
150200,176788
122249,84209
8020,18851
8020,18852
8020,18853
8020,18854
8020,18855
8020,18856
8020,18857
8020,226637
8020,228487
171478,149571
113549,72712
265951,230755
148543,140053
148543,140054
101702,80639
141091,113356
217543,186851
84549,177447
84549,226383
26945,43938
26945,43939
130091,143777
130091,143778
130091,143779
198947,169804
198960,169820
2606,68730
2606,68731
2606,68732
2606,194981
262617,227914
262617,227915
132091,95916
132091,95917
132091,95918
128549,90622
152453,142097
152453,142098
262618,230537
647,1519
647,1520
647,2084
647,91420
647,224686
647,224687
12251,58242
12251,58243
26758,69095
26758,131281
143091,118372
143091,118392
35,19290
35,19291
81145,59819
81145,64457
81145,131768
58879,185382
58879,185383
198091,168106
254853,220916
214419,184333
214419,185557
20310,63263
243543,222358
237419,203482
237419,203483
129333,152078
90091,131003
111538,74030
218269,187985
215091,185683
123850,192919
121037,82320
143618,119369
143618,119370
143618,119371
265687,230496
85529,61633
75758,67171
201779,175165
201779,175166
5631,13594
5631,13595
10182,43357
10182,43358
120227,80652
122025,186866
16302,37686
16302,43525
16302,43526
118579,163759
118579,163760
117974,128293
117974,128294
12802,93462
12802,93463
200543,170549
200543,170550
200543,170551
57590,75726
220549,189825
557,1351
557,1352
3549,9197
3549,9198
5557,98126
121223,129528
87936,117707
87936,128971
87936,128972
112078,133903
147537,227475
147537,227476
141618,114680
141618,114681
626,210636
626,210637
626,210638
263996,229249
148265,135649
148265,135650
148117,135438
140879,112679
121367,219784
13498,87551
9289,46091
152914,151256
11390,25277
11390,25278
109028,89888
109028,89889
240091,205734
240091,205735
198921,169776
65287,125940
16182,30374
114672,73782
207348,179684
28802,96065
28802,96066
47182,179087
47182,179088
10128,27955
17735,96143
17735,96144
17735,96145
1594,19836
1594,107601
1594,215743
134122,99670
120754,123095
95024,104825
14417,51047
53948,170938
81931,69778
165265,146906
169229,148277
61186,61358
264658,231381
97297,107568
99802,141479
265695,230502
176688,153511
18628,34386
18628,34387
18628,199777
18628,225350
134420,100800
134420,100801
2903,66283
2903,132752
122465,134266
236695,203266
52182,190630
52182,190631
9814,23308
9814,191466
9814,191467
9814,191468
5549,13433
141835,115108
141835,115109
228514,195744
8800,21996
8800,21997
10420,141471
10420,141472
31903,48521
168475,160467
18829,38592
10549,47938
116435,75911
216265,186506
76961,125465
76961,125466
76961,125468
76961,125469
76961,181210
35202,49849
75905,59525
14420,33082
14420,33083
128140,90145
23420,59320
40182,156342
31012,48339
116507,89271
116507,89272
18420,33922
18420,227175
459,20097
459,20098
459,20099
459,20100
46046,153527
78206,197029
18549,34233
18549,34234
265681,230491
87182,62283
31182,47396
31182,47397
265677,230487
21719,211579
21719,211580
69297,85175
263266,230474
263266,230475
119895,230479
119895,230480
24163,119045
200420,170430
35665,50009
42549,206869
42549,207087
198942,169799
119894,230477
119894,230478
66498,84074
66498,168299
1932,4118
1932,5013
2281,26513
61305,90852
61305,90853
13988,182211
118854,130633
251265,217598
1317,3020
1317,3021
138165,107124
138165,107125
8311,20308
8311,20310
8311,42295
8311,42296
8311,62555
103112,100401
76182,94309
227246,222290
217650,187142
7317,17301
77498,115649
948,143461
948,143462
948,143463
948,143464
948,143465
948,203828
948,203829
948,203830
948,203831
224715,196570
24317,63062
51317,149751
114673,73783
61317,161828
166549,147580
166549,147581
198689,169518
198689,169519
24446,39988
24446,96713
24446,96714
219434,210744
219434,210745
219434,210746
2461,56183
123335,85560
173084,227920
173084,227921
96317,105219
76557,114391
76557,114392
76557,114393
103330,65544
103330,186017
103330,186018
224307,193742
44905,121542
119823,81686
217092,200344
110317,118601
110317,118602
111317,71076
142807,117802
42245,159710
42245,159711
36244,50354
116317,87706
22965,154347
22965,154348
75350,56994
75350,56995
119317,79774
119317,79775
119317,79776
3067,7792
3067,7793
3067,7794
3067,7795
34420,142619
121519,82795
121519,82796
231802,200740
8235,20007
8235,79275
8235,82762
8235,82763
165165,156710
50719,60729
123697,170185
138956,172726
138956,172727
151692,138300
125182,86555
29206,47904
123701,87339
74396,55635
74396,55636
85182,61028
245165,210123
143317,141024
42291,160250
42291,180265
124307,103590
75699,143916
75699,159931
227284,216336
34906,49583
8317,20335
8317,20336
122357,132016
42092,180604
42092,180605
219498,189579
128614,90721
68719,84491
73297,214441
137326,106821
265697,230503
111297,82781
111297,95246
113109,72019
113109,72288
113109,131362
46092,160962
131053,178271
265693,230501
265694,231192
68356,143949
68356,143950
110509,72622
110509,72623
110509,134240
157125,170718
16797,97634
265698,230504
198556,197935
76352,75294
32424,72637
147474,132812
250094,215428
9316,22741
9316,22742
156151,152483
156151,152484
156151,228999
130092,93951
250061,215385
110968,72416
139297,109559
33254,111592
152317,139064
265655,230462
250068,215393
125037,86208
134297,100348
175948,152683
175948,152684
166547,197745
166547,197746
166512,147482
121182,154402
182317,195364
143297,118644
143297,118645
209948,179425
50420,161906
221948,210194
250049,215375
125617,87161
125617,87162
146797,129581
171878,213873
194297,165494
194297,165495
27278,44356
27278,84229
27278,195788
191317,163484
17530,32331
17530,32332
231317,200040
216297,186578
248092,212380
250297,215833
250297,215834
250297,215835
62141,82602
62141,82603
234092,202006
234092,202007
223092,192805
248317,212652
229918,206614
178719,162943
56027,159163
56027,159164
73335,205049
34066,49332
24803,40434
36092,50236
166543,147566
166543,147567
38263,215023
249013,219105
249013,219106
141182,114104
141182,114105
166548,147578
166548,147579
3151,86838
250058,215382
5092,12282
5092,12283
5092,12284
129842,152719
254874,220929
259656,225014
259656,226181
166544,147568
144297,120601
166550,147582
135291,102429
218299,188015
109603,107569
7092,16760
7092,16761
41712,183436
178182,154464
178182,154465
178182,154466
254891,220950
201194,171227
201194,171228
110783,72409
6092,20944
6092,20945
237360,220939
191664,230463
191664,230464
265647,230425
220557,189840
125284,86869
250057,215381
229627,198459
67194,54326
67194,54327
231719,200609
231719,200610
146020,125472
86002,113813
265649,230446
69867,206832
225719,194043
163092,144484
12063,54875
120998,82300
105237,97846
105237,129517
133914,98933
34867,67345
54698,53173
54698,53174
40054,149691
40054,149692
107189,68862
129170,158986
129170,158987
166511,147481
144803,122021
105254,114264
121451,84364
121451,84365
115194,74418
265650,230455
106254,171000
106254,171001
55186,53764
13746,40965
135493,102968
250056,215380
166510,147480
250924,217465
118183,78668
206009,186174
100663,64604
42539,162066
42539,162067
42539,180308
153550,218038
153550,218039
62338,149975
250086,215411
265652,230459
265652,230460
141092,113358
178092,154141
35636,124028
33746,206400
33746,206401
43746,102676
43746,103013
188652,163142
143254,118580
143254,118581
48356,180403
252302,218394
140746,112325
46746,220686
151803,138426
145254,171966
145254,171967
145254,171968
145254,171969
113993,73178
119746,82708
119746,82709
231092,199934
139254,109448
27463,44627
27463,44628
27463,44629
50593,60811
50593,135220
159182,142785
240529,206491
252298,218392
20863,192444
20863,192445
20863,192446
16933,96753
121721,83037
133746,142836
129746,93550
33333,136419
33333,136420
33333,136422
186652,161003
293,3526
293,3527
293,8184
293,21720
5154,163766
5154,163767
5154,163768
20655,37797
250072,215397
191335,163502
147054,130967
203182,199164
124758,227935
124758,227936
252121,218266
250085,215410
14016,42849
14016,42850
166396,147271
166396,147272
8154,19405
8154,19406
250093,215427
72864,110589
72864,110590
250081,215406
250089,215423
131074,210384
250090,215424
140669,186470
169254,158815
250091,215425
250083,215408
139341,109642
35154,48090
128716,90870
85187,73466
266204,230845
6369,15175
6369,15176
250088,215422
244461,222715
244461,222716
58597,66574
58597,222170
91800,152947
8369,20667
47653,60609
47653,125993
7800,18210
7800,148112
7800,148113
7800,148114
7800,148115
246746,211678
246746,211706
246746,211707
3919,20131
3919,212841
3919,212842
3919,212843
3919,212844
3919,212845
3919,212846
46817,164361
46817,180503
126287,142262
126287,142263
196254,167239
4148,10774
4148,209139
4148,209140
139054,108799
173176,157224
173176,157225
12919,54517
176739,181961
9800,23290
9800,23291
6279,14955
42242,160166
42242,160167
36463,66962
11864,25816
11864,25817
118148,78612
95592,98511
14393,51856
24988,40780
92816,220208
140800,112836
491,8268
491,8270
491,179316
38005,159741
38005,159742
20369,195536
20369,195537
203148,173034
198096,168177
260007,225698
79720,204953
150222,136997
112378,71774
112378,88889
112378,88890
152734,156545
99560,143896
99560,167921
74401,199576
9148,36600
9148,100370
103050,71817
18800,34751
141735,114950
210148,182153
210148,182186
219617,190607
207054,177613
27128,44212
27128,44213
27128,44214
59598,191355
59598,200046
53586,116180
53586,116181
112348,169309
42864,167284
42864,167285
32572,62755
32572,130529
253148,219579
253148,219580
253148,220739
253148,220740
171501,149581
633,4398
633,4399
107015,68607
218881,188981
32306,48620
51369,82013
46959,97921
115720,75248
250035,215353
250035,215354
65379,161795
65379,161796
24919,47466
218868,188947
218868,188948
154720,141100
120484,81356
48550,165574
48550,165575
48550,180420
35919,91336
12864,53415
12864,53416
12864,53417
12864,53418
12864,53419
76919,69787
218704,189143
44454,142612
44454,224666
44454,225053
210254,179748
210254,179749
210254,179750
210254,179751
85369,61538
61444,58047
152656,153812
24864,40532
24864,40533
1592,4314
1592,52185
132102,156652
3973,10308
170283,149023
228572,195968
45148,57118
45148,57119
6720,15950
6720,15951
65864,65788
65864,65789
34657,69458
34657,69459
34657,190149
1393,16460
1393,16461
3592,9290
3592,40148
3592,40149
3592,56932
3592,56933
3592,56934
187586,162544
186226,160615
9592,46924
9592,53982
25592,58245
199449,170119
68148,54400
184720,172760
112660,147132
112660,147133
112660,147135
112660,203886
30620,48261
30620,48262
70544,136619
153369,152736
153369,152737
153369,152738
134144,99781
202967,172679
202967,172680
120544,81784
4393,24093
4393,24095
4393,38943
4393,149503
4393,149504
172880,153231
115148,74585
23172,38903
67359,122198
172544,150600
40431,151797
197620,214456
197620,214457
34466,49471
231720,200611
231720,200612
253800,220058
253800,220109
7592,17863
7592,17864
252544,218772
252544,218773
163369,145122
255544,221690
166369,147215
158487,176634
252720,218891
6393,15228
6393,15229
50919,123857
50919,123858
50919,123859
50919,123860
75034,192616
205042,216316
135977,194522
135977,194523
74735,200752
9619,99602
9619,189877
9619,225061
189601,227548
19227,35329
135926,104307
135926,104308
24779,40407
24779,40408
26720,43459
103919,222228
228445,195613
25253,51671
25253,65160
25253,84443
25253,84444
116002,77445
50592,136066
18393,151800
249778,215266
8544,21141
8544,21142
249164,214157
249164,214158
38190,159722
38190,159723
74864,56026
203256,220489
103515,96993
65592,114291
229641,197726
4312,223621
97496,64376
209899,179364
223369,196242
131821,94072
21853,197399
201720,171524
44603,63292
197608,169424
197608,169425
36393,48663
233837,201689
72592,191073
72592,191074
7589,23637
141981,115512
22393,225765
171498,149580
42655,191822
42655,191823
42655,225060
116470,168110
225720,194000
63565,134650
63565,134651
42505,64862
42505,64863
42505,64864
42505,225058
120029,156165
71592,90414
71592,90415
110393,70401
196183,169292
135393,102716
135393,103016
122864,174497
122864,174498
170864,214663
82592,130214
103042,183897
130457,115319
136393,104718
80592,174637
106592,121478
98961,213964
163393,213700
163393,213701
146815,128071
146815,128072
265678,231199
127550,199105
139919,110486
139919,110487
225925,215345
257844,223884
257844,223885
250044,215367
64028,188212
112099,75362
145919,124687
218860,189061
218860,189062
21637,37983
21637,57711
21637,57712
250047,215372
3298,8626
3298,8627
239157,204821
231393,200147
149514,147955
204393,174485
204393,174486
74892,119117
175919,152598
93211,115645
93211,115646
46270,52982
46270,52983
46270,225068
40538,184638
40538,184639
110113,186837
153255,216004
135505,102987
176919,173959
33505,69383
151864,137764
178919,170606
76367,197791
64029,188214
70800,190535
70800,190536
18550,34235
28357,122739
28357,122740
28357,122741
120646,83652
210919,181409
191122,168776
110592,104181
110592,104182
110592,104183
250069,215394
142496,121748
229712,197834
230157,198569
38550,215031
213864,183740
213864,183741
250052,215378
406,879
4920,11854
4920,11855
40371,210985
2830,157401
2830,157402
2830,168795
2830,225295
2830,228263
142693,117509
37830,161991
37830,161992
90721,67719
90721,67720
24455,40001
10268,47837
10268,47838
25779,41565
4830,11632
4830,11633
222800,192084
250067,215392
27452,44589
27452,44590
42648,223082
42648,225066
250045,215370
5830,207523
5830,207524
5830,207525
7830,18283
7830,18284
7830,18285
112222,76437
84550,177450
84550,226386
72550,76144
21938,66104
265675,231194
250041,215364
150569,140770
29282,68793
18920,34982
18920,34983
18920,175526
22920,177702
196864,183124
196864,183125
18297,33693
18297,33694
18297,33695
196793,167524
177709,154019
250055,215379
69154,169805
69154,169806
140684,112110
39830,201400
39830,201401
39830,201402
250064,215389
223864,192905
8292,230483
8292,230484
8292,230485
43830,202436
83154,108796
83154,202572
14162,28580
18382,160076
18382,180268
102432,116591
84154,141668
265672,230486
23920,39430
70245,186392
136633,197036
125017,97889
125017,97890
125017,132869
6835,16194
6835,16195
206553,183725
206553,183726
218864,188937
218864,188938
158269,144615
158269,144616
250073,215398
265651,230458
34298,49391
265666,230476
183659,168541
241462,207234
138179,107139
138179,107140
138179,107141
250042,215365
240536,206500
140395,133653
140395,133654
41666,61569
19805,37146
19805,37147
254355,220388
254355,220389
36298,50425
36298,88632
46830,53864
46830,95681
226729,208250
226729,208251
90590,83466
132830,101576
132830,101577
33002,48933
25805,41614
12254,40664
42298,160484
42298,160485
132980,104820
132980,104821
132980,104822
132980,104823
132980,104824
56332,205024
4683,11247
4683,11248
150591,137117
142830,117838
142830,117839
116949,76795
12683,28229
144971,122322
25683,45522
134239,213894
128595,90701
250046,215371
14683,28430
14683,28431
246637,211431
246637,211432
140920,112923
138181,107143
138181,107144
138181,107145
26683,45555
178248,154618
45683,187068
135971,210963
135971,210964
135971,210965
89275,227047
198550,169272
36683,49717
36683,49718
186920,213852
186920,213853
254358,220392
254358,220393
153545,139954
214830,185107
173394,151506
254362,220398
254362,220399
191920,164686
213920,183938
224920,195625
175830,152316
248463,212835
248463,212836
250065,215390
83880,155362
83880,155363
142683,117491
239699,212705
147960,135026
104677,66028
104677,66029
104677,225074
248830,213669
250070,215395
255830,222040
1920,3903
1920,3904
185683,158744
248461,212831
248461,212832
229054,196857
12499,26316
79920,70647
210223,179675
210223,179676
151997,138162
121860,83827
192026,174309
192026,174311
192026,204165
11024,24175
11024,24176
11024,24177
64937,155370
64937,155371
248471,212855
205683,175962
248459,212825
248459,212826
166513,147483
3024,7608
3024,21394
30362,48208
26215,42392
250723,226509
80596,65460
80596,193975
250071,215396
233550,201482
224310,196534
169654,218698
161831,144605
161831,144606
139444,109915
139444,109916
139444,114753
139444,114754
202051,172313
86592,74253
250060,215384
94920,119744
4024,10432
4024,10433
112394,71666
100920,64648
155227,227457
2215,4870
2215,4871
2215,4872
248467,221888
248467,221889
39024,124510
39024,140991
39024,140993
39024,185575
2550,162324
2550,162325
2550,226928
2550,226929
26384,78887
26384,78888
248464,212837
3215,8301
3215,8302
10215,26662
145515,123660
145515,145973
145515,171056
232683,200965
238683,204327
220002,216848
220002,216849
21628,40861
43024,213663
43024,213664
43024,213665
82298,204979
82298,204980
109108,78677
109108,172259
109108,172260
113376,116690
113376,116691
113376,129975
265690,230498
138550,200525
266205,230846
46024,116316
46024,116317
85658,130157
85658,131252
261086,226541
225179,230849
44923,176068
44923,176069
23869,39340
23869,57718
23869,57719
142956,193022
261027,226475
53512,107628
53512,107629
150550,137052
128707,90861
248470,212852
39387,132063
6158,14654
6158,14655
151766,170432
151766,170433
133387,137968
241473,207268
121731,174555
121731,174556
198954,169814
138716,123993
46215,202239
46215,202240
46215,202241
266206,230847
141497,114362
108606,82087
11611,25125
11611,25126
101814,205671
35075,153566
130298,209819
26479,42975
26479,42976
26479,42977
129066,101387
77215,98759
77215,143350
77215,143351
141660,174999
141660,175000
126473,91577
126473,200812
250219,215710
62215,101550
261087,226547
261087,226548
243771,209654
243771,209655
84877,61554
123497,122862
122324,104642
55024,53365
55024,53366
252778,219124
4721,11337
46745,217714
85222,96230
137298,106767
9639,23020
119215,79576
135826,109567
68723,223414
68723,223415
189495,230646
231499,200373
248458,212822
248458,212823
124215,123168
124215,123169
141258,141549
128039,90523
155387,145115
2721,6527
2721,6528
2721,6529
2721,6530
174400,216301
239205,204897
9019,22082
9019,22134
9019,22135
9019,22136
9019,43024
251566,217921
125215,86704
208303,224347
208303,224348
117860,80226
180215,218699
231402,200170
23671,126008
80984,69793
230775,199418
58994,97210
194987,193623
194987,193624
29167,67010
29167,67011
27921,109052
23664,61632
78115,58990
78115,133242
78115,133243
78684,87629
150431,142903
94503,65778
16478,33447
94777,72848
229215,197046
112884,71904
112884,141366
112884,199608
69666,128012
135389,126020
135389,211905
147938,134882
29721,85327
142754,167608
142754,167609
203807,192892
119248,79660
119248,79661
58707,194420
6599,15692
6599,105932
6599,105933
6599,105934
25082,133178
77085,152878
42052,100252
42052,100253
42052,100254
42052,100255
42052,180561
42052,180562
127583,126803
127583,126804
127583,216250
248465,212840
94667,225101
94667,225102
3551,214052
3551,214053
5896,104023
5896,104024
198928,213331
109024,145709
105817,69252
151712,138625
1831,5148
1831,5149
19419,56419
19419,56420
36540,48665
36540,48666
153590,176874
71461,202583
71461,202584
75721,57845
75721,57846
265702,230507
84721,61382
73721,157558
73721,157559
159286,176873
9821,23327
266208,230926
56334,205027
38238,159726
38238,159727
151298,139833
160002,145550
265061,230516
39478,132056
152165,138661
152165,225113
152165,225114
152165,225115
167780,216276
27494,92796
27494,92797
66604,60914
140478,199145
80507,64443
80507,64444
152320,139092
6475,105668
6475,149529
6475,180721
11831,25719
11831,25720
136087,104446
136087,104447
21302,108411
21302,108412
21302,108413
123373,181559
123373,181560
123373,181566
7831,171964
7831,172066
198967,169827
117623,123094
82024,96343
82024,96344
67689,219374
67689,219375
213220,195676
198966,169826
13725,227252
39058,227366
39058,227367
22831,123893
91024,63351
91024,88975
146495,127260
107024,116495
107024,116496
55831,165970
198973,169833
64740,210071
249025,231495
14616,28330
14616,28331
68281,154665
57831,119863
57831,119864
38350,208173
198970,169830
24658,40265
198975,169835
108867,143788
138117,197030
23182,59497
141722,114934
76831,223617
139014,108658
198969,169829
6865,16248
6865,16249
15187,29197
15187,224975
22085,184218
60806,139217
60806,139218
85831,72429
85831,88853
85831,88854
85831,88855
199021,169885
28549,46664
92831,80626
92831,80627
132806,97507
222924,192343
143831,176587
143831,176588
198982,169842
109478,70096
266209,230859
266209,230860
73551,113861
73551,113862
128817,91160
74551,55875
74551,55876
74551,55877
157841,144782
157841,144783
145831,124416
145831,124417
145831,124418
145831,124419
145831,124420
145831,124421
145831,124422
145831,124423
145831,124424
145831,124425
145831,124426
240028,205667
240028,205668
240036,205673
194831,166390
49109,164475
49109,230862
111551,215210
26551,43050
97298,206983
243772,209656
243772,209657
202608,172147
136909,197031
232831,201190
137721,199453
134588,120002
86324,147166
36314,50413
133024,97945
133024,97946
133024,97947
228766,196272
139995,121044
59337,84040
230478,198942
230478,198943
151957,138091
151957,171416
83974,68115
22497,38501
42838,203092
42838,203093
103268,65443
262141,227364
262141,227365
106584,68875
38231,180328
114019,105487
114019,129110
11092,116531
11092,116532
11092,116533
11092,133231
43551,100064
172749,227426
3801,24227
3801,24228
125057,86216
139878,223670
139878,223671
13936,46688
152234,138874
152234,138875
222817,192112
17801,32749
17801,32750
55373,227421
132849,102994
4865,11708
206721,177140
137530,121994
65200,162228
65200,162229
20801,43472
20801,43473
20801,43474
24801,40431
24801,57481
24801,57482
234817,202753
55801,68785
4832,11636
4832,11637
24952,40686
24952,40688
24952,159220
172927,214367
59513,161230
2832,6821
2832,6823
2832,146141
2832,225296
24057,39697
24057,39698
77799,85036
125202,86619
72855,218947
72855,218948
72855,218949
87743,62385
22293,99820
22293,99821
133830,98663
264059,229344
234792,202738
48551,180431
48551,180432
51551,52313
108832,108101
229700,197821
229700,197822
262140,227362
262140,227363
262139,227360
262139,227361
204689,175318
23648,194929
23648,215818
76953,58901
79497,144393
176312,160667
3756,9706
118245,80256
124471,85817
234794,202740
30316,48202
125832,223238
196969,200028
196969,200029
243775,209661
243775,209662
130832,106905
137497,156534
237478,203552
75971,68810
88777,195863
88777,209663
115858,200165
115858,200166
264062,229329
250230,215728
97813,167600
133832,98665
194330,165541
112551,147296
112551,147297
140832,201273
140832,201274
1237,2794
1237,2795
24978,40761
146832,130092
146832,130093
146832,130094
157878,144721
157878,144722
77298,114433
18378,207211
18378,207212
18378,207213
162832,144321
5198,12565
5198,12566
5198,12567
211115,194404
165403,146373
16068,30188
16068,30189
22865,152065
39042,227378
165858,155047
175832,152322
209298,178766
262152,227387
262152,227388
142674,117476
142674,117477
231721,200613
231721,200614
222540,217712
191645,164171
165551,146875
139801,110346
155801,181839
155801,181840
142801,117785
252495,222817
252495,222818
195069,166864
129801,92760
127844,187206
135386,103189
135386,103191
141805,159005
141805,159006
203832,174112
203832,174194
81832,67937
228075,227417
6659,15828
6659,15829
7179,16991
7179,184159
157801,144635
157801,144636
205832,216999
153130,141088
153130,141089
19005,35119
19005,35120
70721,157557
218832,188890
218832,188891
218832,188892
122841,94690
122841,134049
32335,48625
32335,180070
32335,180071
233845,201703
233845,201704
14659,50609
14659,50610
36331,50428
36331,98951
175801,152246
175801,152247
6972,16489
6972,16490
140274,111068
18198,60773
18198,200785
229832,197957
243801,209688
243801,209689
47659,61441
6832,16188
6832,16189
6832,93262
114622,73695
261090,227933
24198,75607
24198,186299
70411,85822
233839,201690
27198,139523
5921,14226
5921,14227
254363,220425
75736,57896
7740,19248
7740,19249
7740,19250
120893,82093
120893,82094
235205,218488
235205,218489
93035,122262
126074,133186
10824,145832
10824,145833
85774,148927
85774,148928
85774,154323
233842,201694
5832,14006
5832,14007
12832,111726
12832,111727
12832,111728
260204,230329
260204,230330
234643,202555
234643,202556
258659,229337
258659,229338
1826,194111
1826,194112
100035,106073
23832,116420
88178,95855
88178,95856
49865,123665
49865,178256
23515,126383
23515,126386
136236,104577
124664,85784
199199,170060
2182,51540
2182,51541
225551,193690
10401,31594
10401,31595
202287,171888
166383,147252
262144,227374
11921,27342
11921,121913
11921,216517
21235,136488
21235,136489
21235,136490
21235,136491
115277,74475
115277,74476
191659,164189
191659,164190
126035,185806
126035,185807
148335,144546
232551,200892
232551,200893
12335,26243
12335,26244
85467,132787
85467,132788
54198,139902
206551,177313
4962,11956
59921,81988
199035,169900
234551,202516
42921,86052
42921,219597
3349,8751
3349,8752
237551,203851
62702,223753
129494,94936
131865,94194
198979,169839
63478,161423
63478,161424
66652,158498
85921,172837
85921,172838
85921,172839
85921,172840
182015,156486
182015,156487
5003,12072
5003,12073
69134,61003
141865,115210
42294,162183
42294,162184
42294,162185
85332,61334
48658,231855
48658,231856
7178,16989
7178,184160
257269,223346
257269,223347
257269,223348
210835,181388
210835,181389
46748,76764
41210,54793
21421,58406
21421,58407
21421,58408
217921,187520
259336,224425
135544,103065
14611,28324
33601,76667
33601,76668
33601,76669
144198,120381
144198,120387
77457,155510
77457,225072
77457,226967
77457,229226
28905,66981
182478,157504
183581,227410
230484,198945
230484,198946
228069,195295
6400,15242
6400,15243
125738,134820
143198,118472
81920,67918
81920,67919
147489,132894
234733,202669
234865,202810
51005,60615
114675,73786
114675,95582
113680,73241
113680,73242
136933,167421
115776,80913
266686,231252
3492,9085
3492,9086
3492,181935
55005,61683
3491,149442
3491,149443
3491,149444
3491,224533
103213,209546
103213,209547
226312,194337
142782,117729
56005,164857
18289,96775
78572,166934
85005,60617
65005,216993
411,94307
411,94308
411,218684
122955,173657
122955,173658
7335,22377
7335,129404
220960,190180
236869,221535
236869,221536
191619,193839
255869,222183
68865,231106
62519,149548
62519,149549
200436,190346
1484,18898
1484,95798
238042,214431
238042,214432
24771,195960
76432,59613
140518,111688
44874,231416
44874,231417
44874,231418
44874,231419
81925,67917
14690,28444
91005,66789
266862,231413
2557,159665
2557,159666
27673,44927
266868,231430
255268,221411
120261,80715
228309,195436
69398,148696
69398,148697
69398,150714
96393,64230
96393,70313
24299,126734
24299,126735
90236,62883
12024,53144
12024,53145
12024,53146
167287,147879
34299,49390
4807,11577
4807,11578
257266,223363
42552,59272
42552,59273
238040,214426
238040,214427
15024,28994
235340,203141
235340,203142
158477,209062
218953,218720
221643,201674
142552,117175
142552,117176
40105,101762
40105,101763
24797,40424
24797,40425
102167,70971
68196,77706
146922,130333
146922,130334
127776,90238
127776,90239
27973,51405
34922,49600
151809,138535
2927,101760
2927,101761
14600,56735
14600,56736
90428,66474
35608,49996
22024,38131
22024,38132
115080,87335
24029,39640
130552,192073
151,126
151,56467
147118,144146
147118,144147
159024,159341
134445,100930
48299,88197
50299,95511
74285,62331
17501,32288
27603,44856
27603,44857
7922,18565
30938,205335
30938,205336
158434,209195
37109,72467
152676,142817
63299,120810
36922,50617
55122,53648
51847,116232
51847,116233
2216,157420
2216,211611
65299,174169
168552,178308
168552,178309
161866,144412
161866,144413
257272,223355
220992,190203
5922,14229
5922,14230
139866,161472
139866,161473
139866,161474
38922,58200
2929,7078
232866,201250
140099,110866
104969,66109
206674,196477
91299,88982
151866,137767
47650,224009
125216,86711
125216,86712
132333,109990
218866,188940
218866,188941
44922,213344
44922,213345
44922,213346
213552,183112
213552,183113
224866,193228
134299,100350
5216,12604
5216,12605
200331,170333
48922,78617
18435,96845
183922,196745
225866,196540
240299,206015
222552,191594
10216,28318
239552,205241
239552,205242
35257,49878
147584,133176
24352,118574
231866,200802
202552,172061
7934,18586
13216,119528
13216,119529
195461,179326
8607,41033
8607,41034
8607,41036
8607,131109
8751,97458
19303,231368
19303,231431
222551,191587
155102,206291
155102,206292
146299,126828
146299,126829
159685,216558
25934,41875
186922,162888
266863,231421
5866,14089
5866,14090
44246,63368
20040,53373
20040,53374
112091,77810
250066,215391
67552,179580
266865,231428
20500,47905
191922,164688
130100,101194
165299,146033
165299,146034
23430,62258
126179,191405
12179,42304
11445,24873
11445,24874
