Videojuego_Id,Empresa_Id
33263,49105
165413,146484
170675,148940
170675,148941
144008,119950
230675,199977
230675,199978
98981,76745
209287,178716
191795,164439
191795,164440
114611,73680
151761,137921
108568,73728
262579,229444
262579,229445
197825,167758
132459,103844
22976,46482
22976,217556
49791,183536
207160,177739
28381,46357
125344,87091
227795,202671
5971,14353
5971,14354
176071,180770
176071,200188
40243,214876
246499,211320
246474,211292
246481,211302
246491,211312
246485,211306
246484,211305
29966,99684
29966,99685
29966,129313
139072,230431
139072,230432
139072,230433
20198,37454
140325,111115
246459,211277
246489,211310
246463,211281
246479,211300
246456,211271
39245,85552
39245,85553
39245,85554
89835,202297
89835,202298
246482,211303
246477,211295
36245,50352
246502,211323
72791,150909
128381,175903
152558,143191
90468,67465
90468,67467
90468,67468
245214,215448
245214,215449
218583,205792
194413,165630
164540,207390
246493,211314
213444,231933
246467,211285
99519,138692
246470,211288
34081,49337
22287,121886
145381,123316
162381,145263
162381,145264
94084,225707
94084,225708
246465,211283
246498,211319
246486,211307
246476,211294
204633,175282
26179,45664
246381,211139
67392,127802
67392,127803
203274,173364
130682,118325
165720,216594
171791,149725
251381,217796
251381,217797
174791,151835
116449,75950
165060,145446
138358,107670
56060,62100
259381,224481
199791,170170
186791,161636
172684,170198
172684,217966
34927,49596
34927,49597
34927,74296
39927,212654
22221,115703
128858,91399
128858,91400
202791,172273
202791,172274
202791,172275
202791,172276
114704,73844
140018,187840
243468,209496
32736,48883
32736,103355
32736,135157
32736,135158
226641,215650
5667,54922
5667,54923
5667,54924
5667,149405
109593,70309
109593,70310
218791,188796
97886,222838
97886,222839
97886,222840
17667,32541
17667,32542
17667,32543
17667,32544
75847,57963
75847,95251
116261,92093
25575,41309
25575,41310
222791,192068
14454,54031
24053,39681
102981,113846
15028,66393
15028,66394
221176,208018
14412,27980
109901,99572
144159,120271
100000,114722
100000,114723
199025,169890
150159,136899
150159,136900
31342,96118
9611,29973
9611,29974
265085,230301
3676,9509
3676,9510
3676,9511
191858,164541
191858,164559
199016,169880
174399,216280
161858,144450
161858,144451
226315,194339
83245,164106
83245,164107
676,1572
676,63327
676,206516
676,206517
63927,223607
63927,223608
18685,34513
79927,201452
150112,136853
144858,182114
120247,80689
122233,83737
122233,83738
91927,108419
91927,108420
118927,199481
23676,46273
23676,46274
23676,46275
75733,57893
199023,169887
252847,219640
252847,219641
47981,52013
47981,130039
199022,169886
67287,66088
35676,50029
35676,169957
208366,178099
9078,83166
2382,5530
2382,82759
2382,82760
21078,116786
21078,116787
124245,216903
124245,216904
130403,130212
130245,101421
6382,15200
6382,15202
24078,39786
24078,39787
133245,98377
133245,98378
254366,220438
254366,220439
254366,220440
10078,32223
7382,181995
7382,181996
171858,156907
171858,156908
29122,94014
222358,191492
17382,32110
205488,180120
142245,116402
16855,31333
234337,204303
2676,6386
2676,6387
231858,200791
231858,200792
13382,42578
108642,221102
8676,21475
8676,21476
123287,109388
123287,109389
255532,221672
148466,216928
15166,29150
15166,29151
20166,38218
20166,38219
119243,79650
221000,190214
24382,39838
24382,39839
29331,109108
29331,109109
187629,162572
150046,136554
254858,220917
254858,220918
7891,69617
7891,130006
24159,154800
24159,154801
24159,154802
28382,46358
768,1732
768,1733
259595,229354
259595,229355
47716,54716
47716,54717
21322,139825
138287,107548
38468,167419
38468,167420
11969,25879
115382,186028
23166,83332
80382,174126
160245,199447
25078,40865
25078,40866
2768,213092
2768,213093
2768,213094
2768,213095
53969,150024
53969,150025
53969,169111
54716,53219
185710,162050
185710,162051
240358,206102
224334,224495
97319,226943
97319,226944
84923,96757
132382,148959
146382,127017
146382,127018
146831,130085
146831,130086
112878,71877
38078,124325
38078,124326
38078,180733
27005,54129
27005,66204
187382,171662
187382,171663
174159,151618
46166,90937
46166,90938
20667,44616
20667,44617
213382,183007
9676,23067
9676,222906
10676,23855
10676,23856
11676,25288
92392,182976
250909,217615
250909,217616
51078,60640
64078,102074
32359,48630
128465,184171
168245,214568
234933,202882
62078,141109
62078,141110
142078,115805
124078,173305
124078,173306
170245,148703
170245,148704
43054,93284
3768,9750
3768,9751
141281,113906
154078,141336
92239,118808
8667,50791
8667,50792
8667,50793
8667,50794
8667,50795
44933,63884
44933,95259
4768,11467
4768,11468
4768,11469
23768,87618
194866,166463
19259,90193
19259,90194
200078,170290
200078,170291
46054,132235
46054,132236
128573,90670
186245,160658
1008,69423
1008,69424
1008,69425
85166,60974
201287,171295
154627,141060
219078,189321
145716,124078
46933,202439
13676,27192
13676,211625
28768,46808
92745,203877
93166,99899
206287,176895
96716,128350
224078,193075
18676,34489
18676,34490
38382,161052
161179,202293
161179,202294
165052,146546
95065,216020
74792,73058
2242,189842
2242,189843
2242,189844
226078,194295
107311,69307
235078,202934
37768,162178
242078,207676
178052,154049
138929,108410
142640,117381
36829,69870
68676,88712
90676,176461
194285,165480
110676,71619
15874,121412
56192,80645
251078,217167
105229,67524
25667,41389
28787,46906
72768,206693
72768,206694
155421,218636
11242,29505
11242,29509
152849,140052
204245,174334
204245,174853
64792,151233
64792,151234
64792,151235
8078,19161
8078,19162
36915,50590
65840,66959
114676,74491
188166,164918
188166,164919
116936,158176
116936,158177
55052,53485
55052,180385
155054,141447
243245,209254
16242,43356
103240,113708
180676,156200
180676,156201
180676,156202
222676,191844
222676,191845
230223,198635
18176,33434
18176,33435
176078,153151
176078,153152
175927,181661
175927,181662
171468,149569
171468,149570
18242,33582
18242,33583
85768,225835
85768,225836
219539,216324
192927,164985
192927,164986
197927,169974
228742,219975
228742,219976
119787,83028
119787,83029
114707,73847
94040,110948
218241,187945
128356,158115
134166,99893
140818,196500
140818,196501
130768,150979
130768,150980
219234,221391
67242,73911
104242,65875
104242,65876
144768,121922
261994,227243
195063,183283
195063,183284
93210,224397
93210,224398
113242,188566
11167,24329
24792,40419
186768,161570
36019,50222
166716,147702
214768,184882
214768,184883
83582,77684
203885,192326
203885,192327
13454,56085
13454,56086
13454,56087
172716,151251
172716,151252
121242,82645
232768,201106
232768,201107
31088,48363
31088,91278
129678,93632
122242,109862
122242,109863
186240,160645
186240,160646
255533,221675
13469,42766
13469,42767
17318,32037
17318,32038
17318,32039
42303,159811
255117,221337
255117,221338
90946,172761
7921,18562
7921,18563
9167,95612
53165,52608
53165,52609
255195,221364
139150,109186
55768,66677
134242,161718
134242,161719
196705,167390
236716,203286
163667,189757
163667,189758
202138,171757
198473,169064
144242,120472
251716,218029
52236,168689
129768,97623
64667,188759
64667,188760
135770,103888
135770,103889
50237,66222
180242,155992
182242,174216
117028,76958
117028,76959
211361,181455
115573,82335
3367,8780
3367,8781
3367,8782
186297,192198
186297,203526
198518,169209
36916,50591
25686,41409
25686,42090
17116,31733
17116,31734
37792,162093
37792,162094
39792,150660
39792,150661
28938,66985
246242,210981
209976,179470
209976,179471
225681,193942
102145,73882
17714,32618
17714,32619
172667,192937
172667,217989
254242,220194
12367,51452
12367,51453
12367,51454
12367,51455
12367,51456
17521,32314
17521,32315
17521,32316
266838,231358
266838,231359
194466,165734
194466,165735
143367,118802
90628,220114
239468,205121
136916,169921
136916,169922
119054,79258
119054,88224
198530,169231
234667,202606
180916,180116
32886,48801
115862,165974
115862,165975
108737,72437
108737,72438
124258,112559
61698,137546
56978,59086
239467,205120
198993,169854
153641,157040
156612,176820
134167,99894
134167,99895
30730,48276
30730,172280
135167,102164
135167,102268
22680,155156
22680,155157
22680,199683
57221,119326
174792,151854
174792,151855
133902,98888
133902,99053
143167,118425
58617,180980
24089,39804
15469,149415
15469,194041
15469,194042
52854,63214
131342,137969
129334,101284
129334,174190
212252,213583
212252,213584
151167,137220
185792,159080
129796,92742
262529,227816
262529,227817
198167,168413
11474,100025
189811,165625
37160,50901
33469,168181
231469,200321
23474,181060
23474,181061
59508,161227
185738,158889
114052,111463
114052,111464
26928,43883
27097,120311
219792,189614
203167,173052
203167,173053
16697,56821
16697,56822
262658,228147
114734,73888
62886,146972
2547,162921
2547,162922
2547,208037
2547,208043
2547,208044
2547,208045
229448,197375
219167,189497
122636,84799
122636,84800
216772,217728
6547,15552
6547,15553
228167,195311
139701,143208
53928,93716
53928,93717
246167,210878
64882,59066
64882,59067
63928,90165
63928,90166
119506,80164
119506,192683
43816,58033
43816,58034
43816,167832
110167,94207
132160,209616
51185,126211
51185,126212
248792,213580
248792,213581
186860,177332
32046,225767
107681,87154
52792,139906
52792,139907
75286,56832
75286,149878
121167,82501
124784,105211
124784,105212
8547,21147
8547,21148
46928,55628
46928,55629
219788,200365
219788,208496
219788,208497
219788,208498
3077,7802
3077,7803
251654,217983
242261,207983
144160,120272
101830,136037
188079,162719
188079,162720
31262,98431
31262,98432
40136,105582
114023,73284
114023,131248
114023,131249
145928,124696
15669,154389
94844,188192
45529,106003
154366,185062
154366,185063
122477,85049
92231,126536
218871,188956
22643,171855
22643,171856
21672,178439
21672,178470
11547,33833
214666,184800
131407,221684
35784,214290
11037,26911
180024,155841
180024,155842
78192,153633
17681,32568
17681,32569
201079,171058
34659,131952
225714,193990
223928,192911
78101,173450
78101,173451
123855,86501
30622,48260
234928,202876
222204,207325
222204,207326
253372,226058
209079,202337
198557,169286
198557,169948
198574,169321
72460,55296
72460,55297
103420,69338
5322,12875
5322,20929
18547,34229
114323,74839
10602,110593
10602,110594
10602,180629
130384,120808
85094,60784
14079,53593
14079,53594
14079,53595
27910,83628
27910,95781
142636,117376
101608,131425
101608,190301
94075,64504
89587,67742
89587,67743
198035,168029
121232,82594
121232,82595
121232,82596
121232,129524
109545,81125
106108,129097
255670,221899
255670,221900
20547,78202
21584,37889
21584,37890
21584,37891
119361,108933
90378,139980
106332,75787
229463,197402
37876,161249
37876,161250
85576,70181
85576,131564
47936,83908
85547,105657
85547,105659
85547,149461
85547,149462
85547,180660
88547,225991
16843,31319
168277,185225
168277,185226
104547,173872
225310,193428
229834,197963
252777,219107
252777,219108
129547,92338
201296,171304
108928,155846
74219,66705
74219,66706
44273,62695
154807,141269
14766,28572
25065,94508
226634,215635
226634,215673
201808,171531
94133,63508
229794,198748
229794,198749
246433,211231
70414,173779
45079,152587
45079,152588
116351,75694
246432,211230
44079,51631
44079,51632
93414,160958
76414,96909
246437,211235
229459,197394
246435,211233
112876,99831
110144,136557
67133,197661
54723,158451
86667,115561
86667,115562
255211,221378
5870,213431
5870,213432
95667,63736
25577,72290
25577,96554
86139,109888
2537,5945
2537,143706
2537,143707
2537,143708
2537,143709
2537,143710
144355,120716
198818,169667
117532,117699
117532,117700
50079,202437
50079,202438
33703,49227
137918,110964
28563,46697
28563,46698
118667,79046
118667,79047
20972,179602
20972,191882
80133,191262
80133,191263
80133,191264
191414,163647
125133,86329
125133,86330
200923,203037
200923,203038
68079,57692
194414,165632
93894,114609
114735,73889
135547,103085
117667,77945
166845,192066
136547,105428
144547,121302
120879,82057
106079,79483
106079,92081
114951,75447
153547,139964
248547,214385
248547,214386
15188,37321
15188,37322
124079,173301
124079,173636
124079,173637
114664,73772
146547,127562
165594,147017
158275,144621
158275,144622
228414,195559
198547,169271
66644,112748
98423,210245
91765,223291
91765,223292
232547,200889
174622,151747
174622,151748
198871,169724
220859,190001
28338,96693
185824,159196
185824,159197
53285,165099
53285,165100
53285,184937
48537,113849
48537,113850
247547,212288
247547,212289
247547,212290
221200,211118
221200,211119
131079,156793
131079,156794
18224,33544
18224,50064
18224,64698
18224,131100
123046,122884
203133,172993
57414,83421
27740,83465
27740,132668
27740,168158
112144,72647
132079,116308
132079,116309
122872,85490
152641,152150
141910,115293
35076,63639
35076,63640
5825,213276
171068,181968
215290,186371
4083,10582
4083,10584
4083,10585
4083,20456
4083,184138
84386,85469
84386,85470
6838,213150
6838,213151
213133,182401
262758,228146
133972,99183
133972,99184
133972,99185
39537,75352
25346,41289
85056,60715
110844,73146
110844,73147
110844,108112
110844,108113
110844,108114
46676,91452
46676,91453
136742,143072
28005,68408
258618,228110
102832,95453
121812,210988
121812,210989
140133,175963
91879,147660
91879,147661
91879,147662
24867,194790
24867,194791
24867,194792
129537,121797
52231,195298
52231,195299
104079,67556
35246,49868
52042,193919
52042,193920
125274,86832
125274,86833
255535,221676
31301,48386
31301,217029
31301,217030
165414,146485
115332,74657
115332,131567
142414,116836
144414,120895
144414,120896
144414,120897
32640,83367
76209,124603
191738,174547
191738,174548
204485,174690
160314,199600
85643,60810
112537,209359
114537,74049
121537,194886
121537,194887
14161,55168
178079,154098
178079,154099
178079,154100
34644,55008
143096,118313
142537,117147
70351,87799
210446,180179
210446,180180
122138,83558
229446,197373
166537,147558
166537,147559
241446,207194
3293,213290
243446,209468
245537,210461
19161,35276
256446,222549
204324,176967
204324,231247
177537,153972
133278,98474
133278,98475
133278,98476
133278,98477
203791,174022
81880,72757
222870,192254
48945,145337
48945,145338
48945,199744
132050,123953
132050,123954
203171,173056
124150,85918
23070,164376
10446,54820
10446,180703
10446,218448
10446,218449
27969,124388
27969,227633
78973,218927
78973,218928
78973,218929
191849,170532
37070,50760
37070,50761
233288,201395
66783,85060
36070,50247
75556,128367
240288,205991
240288,205992
14446,36427
14446,87885
77996,191300
48070,56197
26921,43876
10813,47514
80457,148364
246511,211334
246511,211758
16446,53627
16446,53628
16446,53629
255,233
255,234
115502,89052
115502,89053
246495,211316
246501,211322
7313,17292
120881,82065
230535,199098
195129,227574
195129,227575
246510,211333
246510,211757
178566,155331
37921,205486
35689,50023
86284,76976
86284,76977
146004,125453
12929,154582
12929,154583
119157,79394
19929,60898
41921,66850
23929,39435
23929,39436
586,24693
586,24694
586,24695
586,24696
586,24697
586,24698
152809,158850
18063,33156
10296,38808
10296,38809
10296,38810
81010,68056
2586,6190
2586,6191
65070,111210
76223,58539
76223,58540
123838,119511
123838,119512
8431,20760
8431,20761
46929,202388
46929,202389
20446,110531
20446,180633
57658,127822
52555,166302
52555,166303
129231,94095
18939,35011
18939,35012
116456,76042
42446,124511
44446,161866
44446,191112
163161,145051
133274,98455
133274,98456
133274,98457
56639,119306
82085,60114
82085,60115
82085,97220
111302,71042
53635,168805
109070,174106
103514,65798
103514,96994
174161,206885
49446,178662
240957,206757
240957,206758
62446,143843
136976,106146
136976,106147
146446,127224
146446,127225
95070,130220
95070,130221
